ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price,Price (English),Flooring Type,Electricity Status,Maintenance Type,Maintenance Charges,Booking Amount,Landmark,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Society,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Floor Data,Type of Property,City,bedroom,Data Referred From,floors,Water Status,Luxury Flat,Covered Area,Carpet Area Unit,isPrimeLocationProperty,Tenants Preference,Location,Property,covArea Unit,isLuxuryServiceProvided,Property Lifespan,balconies,Rera,Power Back Up,Lift,Rain Water Harvesting,Club House,Swimming Pool,Gymnasium,Park,Parking,Security,Water Storage,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Visitor Parking,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Jogging and Strolling Track,Outdoor Tennis Courts,Mansion,Downtown,Skyline View,Wrap Around Balcony,Island Kitchen Layout,Full Glass Wall,House help accommodation,Concierge Services,Garden View,Marble flooring,Well Furnished,Modular Kitchen,Helipad,Private pool ,Private Jaccuzi,Mini Cinema Theatre,Golf Course,Infinity Swimming Pool,Pool with temperature control ,Sea facing,Skydeck,Earth quake resistant,Theme based Architectures,Health club with Steam / Jaccuzi,Large Clubhouse ,Large Open space,Fingerprint Access,Grand Entrance lobby,Private Garage,Fireplace,Wine Cellar,Sky Villa,Water Front,Hilltop,Smart Home,Barbeque space,Kids play area,Library,Puja Room,Study,Servant Room,Store,Aerobics Room,Canopy Walk,Coffee Lounge & Restaurants,Dance Studio,Event Space & Amphitheatre,Flower Gardens,Guest Accommodation,Indoor Squash & Badminton Courts,Kids Play Area,Kids Play Pool With Water Slides,Library And Business Centre,Meditation Area,Multipurpose Courts,Recreational Pool,Rentable CommuniPfty Space,Retail Boulevard (Retail Shops),Cycling & Jogging Track,Fire Fighting Equipment,Aesthetically designed landscape garden,Possession By,NRI Pref,Land Area / Covered Area,Land Area Unit,Pantry Type
12203,Ready to Move,NA,3,N,Lodha,NA,NA,26500000,2.65 Cr,NA,NA,NA,NA,500000,NA,1200,Lodha Bel Air,22083,806,Jogeshwari West,NA,Sq-ft,Y,Freehold,Unfurnished,2,NA,NA,Main Road,Resale,3 of 21 Floor,Apartment,Mumbai,3,Owner,21,NA,F,1200,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",3 BHK Flat,Sq-ft,0,New Construction,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12202,Ready to Move,NA,9,N,NA,NA,0,16500000,1.65 Cr,Vitrified,No/Rare Powercut,Monthly,NA,NA,Railway Station,1130,NA,14601,730,Jogeshwari West,NA,Sq-ft,N,Co-operative Society,Unfurnished,2,NA,NA,Main Road,Resale,9 of 21 Floor,Apartment,Mumbai,2,Owner,21,Water Availability 24 Hours Available,F,1130,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,New Construction,2,NA,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12201,Ready to Move,NA,2,Y,Cooperative Group Housing Society,MHADA,0,22000000,2.20 Cr,Vitrified,No/Rare Powercut,Monthly,4500,2100000,Opp oshiwara police station andheri west.,836,Anushka CHS,26315,750,Oshiwara,Opp oshiwara police station andheri west.,Sq-ft,Y,Leasehold,Furnished,2,1 Open,North,Main Road,Resale,2 of 6 Floor,Apartment,Mumbai,2,Agent,6,Water Availability 24 Hours Available,F,836,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,Sq-ft,0,Above 20 years,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12200,Ready to Move,NA,3,N,SMGK Group,MMRDA,2,13500000,1.35 Cr,Vitrified,No/Rare Powercut,NA,NA,NA,Jogeshwari west Railway Station,720,SMGK Associates Residency,18750,470,Jogeshwari West,NA,Sq-ft,N,Freehold,Furnished,1,NA,North,NA,Resale,3 of 7 Floor,Apartment,Mumbai,1,Owner,7,Water Availability 24 Hours Available,F,720,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",1 BHK Flat,Sq-ft,0,Above 20 years,NA,NA,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Y,NA,NA,NA
12199,Ready to Move,NA,1,N,NA,NA,NA,6850000,68.5 Lac,NA,NA,NA,NA,100000,NA,NA,NA,NA,350,Jogeshwari West,NA,NA,Y,Co-operative Society,Unfurnished,1,NA,NA,Garden/Park,Resale,1 of 7 Floor,Apartment,Mumbai,1,Owner,7,NA,F,NA,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",1 BHK Flat,NA,0,15 to 20 years,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12198,Ready to Move,NA,6,N,NA,NA,NA,8600000,86 Lac,Ceramic Tiles,No/Rare Powercut,Monthly,1000,500000,Near Oshiwara Garden,419,NA,20525,400,Amrut Nagar,East Facing Property,Sq-ft,N,Co-operative Society,Semi-Furnished,1,2 Open,East,Main Road,Resale,6 of 7 Floor,Apartment,Mumbai,1,Owner,7,Water Availability 24 Hours Available,F,419,Sq-ft,Y,Bachelors/Family,"Amrut Nagar, Mumbai",1 BHK Flat,Sq-ft,0,10 to 15 years,NA,NA,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Y,NA,NA,NA
12197,Ready to Move,NA,4,N,NA,NA,NA,16900000,1.69 Cr,NA,NA,NA,NA,NA,NA,700,NA,24143,NA,Jogeshwari West,East Facing Property,Sq-ft,N,Co-operative Society,Furnished,2,NA,East,Garden/Park,Resale,4 of 7 Floor,Apartment,Mumbai,2,Owner,7,NA,F,700,NA,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,10 to 15 years,1,NA,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12196,Ready to Move,NA,8,N,SMGK Group,NA,NA,19000000,1.90 Cr,Ceramic Tiles,NA,NA,NA,NA,NA,1045,SMGK Associates Residency,18182,NA,Jogeshwari West,NA,Sq-ft,N,Co-operative Society,Semi-Furnished,2,1 Covered,West,Garden/Park,Resale,8 of 16 Floor,Apartment,Mumbai,2,Owner,16,NA,F,1045,NA,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12195,Ready to Move,NA,19,N,NA,NA,NA,21000000,2.10 Cr,NA,NA,NA,NA,NA,Delhi Darbar Restaurant,950,NA,22105,NA,Jogeshwari West,East Facing Property,Sq-ft,Y,Co-operative Society,Unfurnished,2,NA,East,"Garden/Park, Main Road",Resale,19 of 20 Floor,Apartment,Mumbai,2,Owner,20,NA,F,950,NA,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,5 to 10 years,NA,NA,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12194,Ready to Move,NA,2,N,Lodha,NA,NA,22000000,2.20 Cr,"Marble,Vitrified",NA,NA,NA,NA,NA,720,Lodha Bel Air,30556,720,Jogeshwari West,NA,Sq-ft,N,Co-operative Society,Unfurnished,2,1 Covered,West,"Garden/Park, Pool, Main Road",Resale,2 of 22 Floor,Apartment,Mumbai,2,Owner,22,NA,F,720,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,New Construction,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12193,Ready to Move,NA,9,N,Lodha,ABADev,1,23500000,2.35 Cr,Marble,NA,Monthly,0,500000,Jogeshwari West Railway Station,1000,Lodha Bel Air,23500,721,Jogeshwari West,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,NA,East,"Garden/Park, Main Road",Resale,9 of 21 Floor,Apartment,Mumbai,2,Owner,21,NA,F,1000,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,New Construction,1,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Y,NA,NA,NA
12192,Ready to Move,NA,10,N,NA,MCGM,2,35000000,3.50 Cr,"Ceramic Tiles,Granite,Marble,Marbonite",No/Rare Powercut,Monthly,15000,2500000,Near Oshiwara Police station,1500,NA,23333,1150,Oshiwara,Near Oshiwara Police station,Sq-ft,Y,Co-operative Society,Unfurnished,2,"1 Covered, 1 Open",North - East,"Garden/Park, Main Road",Resale,10 of 20 Floor,Apartment,Mumbai,3,Agent,20,Water Availability 24 Hours Available,F,1500,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,Sq-ft,0,5 to 10 years,2,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12191,Under Construction,Oct '26,15,Y,Paradigm Realty,NA,NA,8000000,80 Lac,NA,NA,NA,NA,800000,mega mall,600,Paradigm Antalya,13333,410,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,2,NA,East,"Pool, Garden/Park, Main Road",New Property,15 of 40 Floor,Apartment,Mumbai,1,Agent,40,NA,F,600,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12190,Under Construction,Dec '26,17,N,Paradigm Realty,MCGM,99,8300000,83 Lac,Vitrified,No/Rare Powercut,Monthly,4500,500000,Mahanagar Gas Station,600,Paradigm Antalya,13833,410,Oshiwara,NA,Sq-ft,Y,Leasehold,Unfurnished,2,NA,East,"Garden/Park, Main Road",New Property,17 of 38 Floor,Apartment,Mumbai,1,Agent,38,Water Availability 24 Hours Available,F,600,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12189,Ready to Move,NA,Lower Basement,Y,The Wadhwa Group,NA,NA,42500000,4.25 Cr,NA,No/Rare Powercut,Monthly,NA,NA,Goregaon west  near oshiwara,NA,Wadhwa Imperial Heights,NA,1500,Oshiwara,NA,NA,Y,NA,Unfurnished,3,1 Open,NA,NA,Resale,Lower Basement of 43 Floor,Apartment,Mumbai,3,Agent,43,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,NA,0,10 to 15 years,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12188,Ready to Move,NA,10,Y,Samartha Group,NA,NA,27500000,2.75 Cr,NA,No/Rare Powercut,Monthly,NA,NA,NA,1050,Tarapore Towers,26190,NA,Oshiwara,NA,Sq-ft,Y,Co-operative Society,Semi-Furnished,2,1 Open,West,Main Road,Resale,10 of 14 Floor,Apartment,Mumbai,2,Agent,14,Water Availability 24 Hours Available,F,1050,NA,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,Sq-ft,0,Above 20 years,NA,NA,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12187,Ready to Move,NA,7,Y,Indra Darshan Developer,MCGM,0,26100000,2.61 Cr,Vitrified,No/Rare Powercut,Monthly,NA,NA,Metro station  near,NA,Indra Darshan Apartment,NA,700,Oshiwara,NA,NA,Y,Freehold,Unfurnished,2,1 Covered,East,Garden/Park,Resale,7 of 15 Floor,Apartment,Mumbai,2,Agent,15,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,NA,0,5 to 10 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12186,Ready to Move,NA,5,Y,Indra Darshan Developer,MCGM,NA,40500000,4.05 Cr,Vitrified,No/Rare Powercut,Monthly,NA,NA,NA,NA,Indradarshan II,NA,1300,Oshiwara,NA,NA,Y,Freehold,Unfurnished,3,1 Covered,East,Pool,Resale,5 of 8 Floor,Apartment,Mumbai,3,Agent,8,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,NA,0,5 to 10 years,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12185,Ready to Move,NA,34,N,NA,NA,NA,98000000,9.80 Cr,NA,NA,NA,NA,2500000,green park oshiwara,2800,NA,35000,2300,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,6,NA,North,"Pool, Garden/Park, Main Road",Resale,34 of 42 Floor,Apartment,Mumbai,5,Agent,42,NA,F,2800,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",5 BHK Flat,Sq-ft,0,New Construction,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12184,Ready to Move,NA,19,N,NA,NA,NA,45500000,4.55 Cr,NA,NA,NA,NA,1500000,green park,1300,NA,35000,1116,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,3,NA,North,"Pool, Garden/Park, Main Road",Resale,19 of 42 Floor,Apartment,Mumbai,3,Agent,42,NA,F,1300,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,Sq-ft,0,New Construction,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12183,Ready to Move,NA,12,Y,Sunteck Realty Ltd.,MCGM,0,30000000,3 Cr,"Ceramic Tiles,Marble,Vitrified,Wooden",No/Rare Powercut,Monthly,10500,500000,NA,1405,Sunteck City Avenue II,21352,902,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,2,"1 Covered, 1 Open",North - East,"Garden/Park, Main Road",Resale,12 of 33 Floor,Apartment,Mumbai,3,Agent,33,Water Availability 24 Hours Available,F,1405,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,Sq-ft,0,Less than 5 years,2,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12182,Under Construction,Dec '26,21,Y,Roswalt Realty,MCGM,250,9410000,94.1 Lac,Vitrified,No/Rare Powercut,Monthly,1,200000,"Its close to SV Road and ram mandir station, jogeshwari west.",780,Roswalt Zaiden,10897,401,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,21 of 38 Floor,Apartment,Mumbai,1,Agent,38,Water Availability 24 Hours Available,F,780,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12181,Ready to Move,NA,16,Y,Samarth Development Corporation,ABAMNC,1,47500000,4.75 Cr,"Marbonite,Vitrified",No/Rare Powercut,Monthly,0,1100000,"Nr Samarth Deep , Oshiwara , Andheri West",1550,Samarth Aangan,30645,1150,Oshiwara,"Nr Samarth Deep , Oshiwara , Andheri West",Sq-ft,Y,Freehold,Semi-Furnished,3,"1 Covered, 1 Open",North - West,Garden/Park,Resale,16 of 22 Floor,Apartment,Mumbai,3,Agent,22,Water Availability 24 Hours Available,F,1550,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,Sq-ft,0,10 to 15 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12180,Ready to Move,NA,14,N,Lodha,MCGM,2,52500000,5.25 Cr,Marble,No/Rare Powercut,Monthly,0,1000000,Near MTNL office sv road,2030,Lodha Bel Air,25862,1525,Jogeshwari West,Near MTNL office sv road,Sq-ft,Y,Freehold,Unfurnished,4,2 Covered,East,"Garden/Park, Pool, Main Road",Resale,14 of 25 Floor,Apartment,Mumbai,4,Agent,25,Water Availability 24 Hours Available,F,2030,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",4 BHK Flat,Sq-ft,0,New Construction,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12179,Ready to Move,NA,4,N,Indra Darshan Developer,MCGM,NA,39000000,3.90 Cr,Vitrified,No/Rare Powercut,Monthly,7000,100000,near lokhandwala circle,1500,Indradarshan II,26000,1040,Oshiwara,NA,Sq-ft,Y,Co-operative Society,Furnished,3,2 Open,North,Garden/Park,Resale,4 of 17 Floor,Apartment,Mumbai,3,Agent,17,Water Availability 24 Hours Available,F,1500,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,Sq-ft,0,15 to 20 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12178,Ready to Move,NA,20,N,NA,ABAMNC,0,50000000,5 Cr,Vitrified,No/Rare Powercut,Monthly,11000,500000,NA,1500,NA,33333,987,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,3,2 Covered,North,Main Road,Resale,20 of 25 Floor,Apartment,Mumbai,3,Agent,25,Water Availability 24 Hours Available,F,1500,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,Sq-ft,0,NA,NA,NA,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Y,NA,NA,NA
12177,Under Construction,Dec '28,28,N,Roswalt Realty,MMRDA,NA,9405000,94.1 Lac,NA,No/Rare Powercut,Monthly,3000,300000,NA,600,Roswalt Zaiden,15166,401,Oshiwara,NA,Sq-ft,Y,NA,Unfurnished,2,1 Covered,NA,NA,New Property,28 of 38 Floor,Apartment,Mumbai,1,Agent,38,Water Availability 24 Hours Available,F,600,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12176,Ready to Move,NA,3,N,Indra Darshan Developer,MCGM,0,38000000,3.80 Cr,Marble,No/Rare Powercut,Monthly,0,1100000,this property is close by lokhandwala club Andheri west.,1500,Indradarshan II,25333,1100,Oshiwara,NA,Sq-ft,Y,Freehold,Semi-Furnished,3,1 Open,North - East,Garden/Park,Resale,3 of 12 Floor,Apartment,Mumbai,3,Agent,12,Water Availability 24 Hours Available,F,1500,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",3 BHK Flat,Sq-ft,0,15 to 20 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
